developer_id,username,repository_id,repository_name,total_commits,total_lines_added,total_lines_removed,total_lines_changed,total_files_changed,total_pull_requests,total_issues,total_reviews
10577752,biohzrddd,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
11270438,sreetamdas,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
11311824,tostasmistas,1,actual,4,450.0,155.0,605.0,70.0,3,0,5
11566471,Crazypkr1099,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
12681212,joshyrobot,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
12942439,JukeboxRhino,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
13181393,Miodec,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
13290055,ttlgeek,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
13550824,DennaGherlyn,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
13814214,Cldfire,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
14009133,pmoon00,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
15043428,lelemm,1,actual,14,77940.0,24960.0,102900.0,3780.0,8,4,15
15476743,p-payet,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
15718297,UnderKoen,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
15848336,TomAFrench,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
16406200,sergiomola,1,actual,1,7.0,0.0,7.0,2.0,1,1,1
16426180,sarfios20,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
17083334,S3B4S,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
17103076,nicedevil007,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
17157711,radtriste,1,actual,0,0.0,0.0,0.0,0.0,0,1,0
17258072,guglicap,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
17461028,bddvlpr,1,actual,1,7.0,0.0,7.0,2.0,1,0,1
17978203,Marethyu1,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
19177699,Waseh,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
19758116,zigamacele,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
19804004,SudoCerb,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
20182595,wdpk,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
20245408,duplaja,1,actual,0,0.0,0.0,0.0,0.0,0,1,0
20313680,joel-jeremy,1,actual,53,41535846.0,29807120.0,71342966.0,4010811.0,44,31,97
20574839,dhruvramdev,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
20625555,shall0pass,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
20896232,nmathey,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
21179028,paulsukow,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
21249374,HansiWursti,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
21264520,vojeroen,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
22084723,davidmartos96,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
22135084,rich-howell,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
22369305,EtaoinWu,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
22450639,UnexomWid,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
22891384,pmamberti,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
24300420,leoltl,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
24504690,shb9019,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
24524053,ACWalker,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
24761483,robxgd,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
25117780,TheTrueCaligari,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
25140344,tcrasset,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
25517624,j-f1,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
25673607,neuos,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
25829862,molnarti,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
26188192,jasonmichalski,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
26576880,vincentscode,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
28542559,youngcw,1,actual,3,99006.0,4176.0,103182.0,696.0,5,3,29
30550215,xentara1,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
30958915,sethgillett,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
30995408,winklevos,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
31518305,glorenzen,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
31814048,yoyotogblo,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
32823033,pprimor,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
33164723,nsulzer,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
33554413,Sthaagg,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
34707418,waseem-h,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
35649969,aappaapp,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
35707672,shaankhosla,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
37782715,adamkelly86,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
38600046,saahiljaffer,1,actual,1,7.0,1.0,8.0,2.0,0,0,0
39291148,tempiz,1,actual,1,31.0,7.0,38.0,2.0,0,0,0
39494105,The-Firexx,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
39732540,henrikmaa,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
41898282,github-actions[bot],1,actual,2,40.0,5410.0,5450.0,935.0,3,1,4
43560338,alecbakholdin,1,actual,24,3184950.0,1220175.0,4405125.0,112200.0,29,15,79
43751307,miqh,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
44427668,aaimio,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
45106055,rare-magma,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
46485857,misu-dev,1,actual,3,2290.0,120.0,2410.0,310.0,4,2,4
49532001,awaisalee,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
49699333,dependabot[bot],1,actual,6,2328.0,576.0,2904.0,336.0,6,4,5
50923653,vishnukaushik,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
51862296,KaiBelmo,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
52195003,spideraxal,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
54133784,CharlesEkkel,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
54638834,SamBobBarnes,1,actual,1,1442.0,126.0,1568.0,63.0,1,1,7
54979205,sergiofmreis,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
55785687,carkom,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
55855805,MMichotte,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
56309158,Dreptschar,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
56714626,subnut,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
56730344,JSkinnerUK,1,actual,2,17.0,3.0,20.0,4.0,0,0,0
58487477,sveselinovic,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
59714670,williamk19,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
59949694,tlesicka,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
60807938,th3c0d3br34ker,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
61514620,szymon-romanko,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
62111075,muhsinkamil,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
62217084,musicaldesigner,1,actual,1,1.0,0.0,1.0,1.0,1,1,1
62224025,spalmurray,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
64472367,intiplink,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
64989612,nfaucher8,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
65368562,hostyn,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
66460089,kstockk,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
67775387,aleetsaiya,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
68904477,t4cmyk,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
71004080,a-gradina,1,actual,0,0.0,0.0,0.0,0.0,1,0,1
71938696,ghosetuhin,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
76050771,Peccadilloz,1,actual,0,0.0,0.0,0.0,0.0,0,1,0
81489167,matt-fidd,1,actual,6,115668.0,66204.0,181872.0,1512.0,8,3,16
87482223,vrozaksen,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
99413242,BenLikeCode,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
100816677,vsakhamuri12,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
101300086,Jod929,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
103131545,jonezy35,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
111619072,annechoww,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
123538138,uniqueeest,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
151676049,jaarasys-henria,1,actual,0,0.0,0.0,0.0,0.0,0,0,0
180103373,OhNoBigO,1,actual,1,78.0,42.0,120.0,4.0,1,1,2
